"TF1","TF2","TF3","TF4","TF5","TF6","TF7","TF8","TF9","TF10","TF11","TF12","TF13","TF14","TF15","TF16","TF17","TF18","TF19","TF20","TF21","TF22","TF23","TF24","TF25","TF26","TF27","TF28","TF29","TF30","TF31","TF32","TF33","TF34","TF35","TF36","TF37","TF38","TF39","TF40","TF41","TF42","TF43","TF44","TF45","TF46","TF47","TF48","TF49","TF50","TF51","TF52","TF53","TF54","TF55","TF56","TF57","TF58","TF59","TF60","TF61","TF62","TF63","TF64","TF65","TF66","TF67","TF68","TF69","TF70","TF71","TF72","TF73","TF74","TF75","TF76","TF77","TF78","TF79","TF80","TF81","TF82","TF83","TF84","TF85","TF86","TF87","TF88","TF89","TF90","TF91","TF92","TF93","TF94","TF95","TF96","TF97","TF98","TF99","TF100","TF101","TF102","TF103","TF104","TF105","TF106","TF107","TF108","TF109","TF110","TF111","TF112","TF113","TF114","TF115","TF116","TF117","TF118","TF119","TF120","TF121","TF122","TF123","TF124","TF125","TF126","TF127","TF128","TF129","TF130","TF131","TF132","TF133","TF134","TF135","TF136","TF137","TF138","TF139","TF140","TF141","TF142","TF143","TF144","TF145","TF146","TF147","TF148","TF149","TF150","TF151","TF152","TF153","TF154","TF155","TF156","TF157","TF158","TF159","TF160","TF161","TF162","TF163","TF164","TF165","TF166","TF167","TF168","TF169","TF170","TF171","TF172","TF173","TF174","TF175","TF176","TF177","TF178","TF179","TF180","TF181","TF182","TF183","TF184","TF185","TF186","TF187","TF188","TF189","TF190","TF191","TF192","TF193","TF194","TF195","TF196","TF197","TF198","TF199","TF200","TF201","TF202","TF203","TF204","TF205","TF206","TF207","TF208","TF209","TF210","TF211","TF212","TF213","TF214","TF215","TF216","TF217","TF218","TF219","TF220","TF221","TF222","TF223","TF224","TF225","TF226","TF227","TF228","TF229","TF230","TF231","TF232","TF233","TF234","TF235","TF236","TF237","TF238","TF239","TF240","TF241","TF242","TF243","TF244","TF245","TF246","TF247","TF248","TF249","TF250","TF251","TF252","TF253","TF254","TF255","TF256","TF257","TF258","TF259","TF260","TF261","TF262","TF263","TF264","TF265","TF266","TF267","TF268","TF269","TF270","TF271","TF272","TF273","TF274","TF275","TF276","TF277","TF278","TF279","TF280","TF281","TF282","TF283","TF284","TF285","TF286","TF287","TF288","TF289","TF290","TF291","TF292","TF293","TF294","TF295","TF296","TF297","TF298","TF299","TF300"
"TF229",0,-0.0963695,-0.084604,0,0,0,0,0,0.137138,0,-0.0851693,0,0,0,0,0,0,0,0,-0.124406,0,0,0,0,-0.16087,0,0,0,0.152008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0924817,0,0.115893,0,-0.0787988,0,0,0,0.121813,0,0,0,0,0.0753995,0,0,0,0,0,0,0,0.238586,0,0,0,0,0,0,0,0,-0.11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12466,0.110177,0,0,0,-0.149145,0,0,0,0,0,0,0,0,0,0.164755,0.138057,0,0,0,0,0,0,0,0,0.112661,0,0,0,0,0,0,0,0,0,-0.0775905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133219,-0.126133,0,0,0,0.0973132,0.142406,0,0,0,0.146821,0,0.0920653,0,0,0,0,0,0,0,0,-0.161174,0,0,0,0,0,0,0,-0.124084,0,0,0,0,-0.106156,0,0,0,0,0,0,0,0,0.13273,0,0,0,-0.124569,0,0,0,0,0,0,0.136539,0,0.165759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.119375,0,0,0,-0.104037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190186,0,0,0,0,0,0,0,0,0.122344,0,0,0.0831684,0,0,0,0,0,0,-0.135315,0,0.125294,0,0,0,0,0,0,0,0,0,0,0,-0.0785525,-0.107021,0,0,0,0
"TF230",-0.134521,0,0,0,0,-0.137871,0.117073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151159,0,0,0,0,0,0.197812,0,0,0.129374,0,0,0.0935373,0,0,0,0,0,0,0,0,0.118692,-0.0752974,0,0,0,0,0,0,0,0,0,0,0,0.137277,0,0,0,0,0,0,0,0,0,0,0.0781211,0,0,0,0,0,0,0,0.073446,0,0.0863987,0,0,-0.123537,0,0,0,0,0,0,0,0,-0.111897,-0.147888,0,0,0,0,0,0,0.0839731,0,0,0,0,0,0,0.0842414,-0.161391,0.19045,0,0,0,0,0,0,0,0.0795909,0,-0.208392,0,0,0,0,0,-0.1176,0,0,0,-0.163436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144777,0,0,0,0,0,0,0,0.0964219,0,0,0,0,0,0,0,0,0,-0.124142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10737,0.0767598,0,0,0.204734,-0.124955,0,0,0,0,0,0,0,0,0,0,-0.073429,0,0,-0.206789,0,0,0,0,0,0,0,-1,0.105847,0,0,0,0,0.147265,0,0,0,0,0,0,0,0,0,0,0,0,0.122849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131745,-0.0849797,0,0,0,0,0,0,0,0,0,0,-0.154312,0,0,0,0,0,0,0,0.10692,-0.157139,0,0,0,0
"TF231",0,0,0,-0.0861665,0,0,0,0,0,0,0,0,0,0,-0.0732069,0,0,0,-0.0773483,0,0,0.171376,0.144161,0,-0.157678,0,0,0,0,-0.108134,0,0,-0.0737237,-0.0797008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16209,0,0.0898615,0,0,0,0,0,-0.110473,0,0,0,0,-0.108703,0.106409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126642,0,-0.201997,0,0,0,0,-0.108755,0,0,0,0,0,0,0,-0.147909,-0.205397,0,0,0,0,0,0,0,-0.165833,0,0,0,0,0,0,0,0,0.188299,0,0,0,0,0,0,0,0,0,-0.119561,0,0,0.151131,0,0,0,0,0,0,-0.0881973,0,0,0,-0.151242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113905,0,0,0,-0.113296,0,0,-0.12431,0,0,0,0.108449,0,0,0,0,0,0,0.124051,0,0,0,0,0,0,0,0.188359,0,0,0,0,0,0,0,0,0,0.117566,0,0,0,-0.169347,0.119378,0,0,0,0,0,0,0,0,0,0,0,0.152941,0,0,0,0,0,0,0,0,0,0,-0.0879754,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101757,0,0,0,0,0,-0.188705,0,0,0,0,0,0,0,0,0,0.11574,0,0,0,0,0,-0.0995247,0,0,0,0,-0.104528,0,0,0,0,0,0,0,0,0,-0.123671,0,0,0,0
"TF232",0,0,0,0.104845,0,0,0,0,0,0,0,0,-0.104425,0,0,0.201082,0,0,0,0,0.148693,0,0,-0.158608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101433,0,0,0,0,0,0,0,0,0,0,0,0.222186,0,0,0,0,0,0,0,0,0.0957491,0,0,0,0,0,0,0,0,-0.107461,0,0,0,0,0,-0.158855,0,0,0,0,0,0,0,0.105445,0,0,0,0,0,-0.107445,-0.201524,0,0,0,-0.230703,-0.129471,-0.102909,0,0,0,0,0.135688,0,0,0,-0.156404,0,0,0,0,0,0,0,0,0.150595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872402,0,0,0,0,0,0,0,-0.0952385,0,0,0,0,-0.158294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14514,0,0.11903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119932,0,0,0,0,-0.118694,-0.075327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105303,0,0,0,0,0,0,0.111266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148575,0,0.0937,0,0,0.108688,0,-1,0,0,0,0,0,0,0.104986,0,0,0,0,0,0,0,0,0.1241,0,0,0,0,0,0,0,0,0,0,0.208808,0,0,0,0,-0.141954,0.110481,0,0,0,0,0,0.0846596,0,0.142702,0,0,0,0,0,0,0,0,0.0800758,0,0,0.18895,0,0,0,0,0,0,0,0.16793,-0.0961599,0,0,0,0,0,0
"TF233",0,0.233752,0,0,0.104645,0,-0.231337,0,0.0935418,0.0748161,0,0,0,0,0.0794072,0,0,-0.190618,0,0.108491,0,0,0,0,0,0,0,0,0,0,0,0,0.194441,0,0,0,0,0,-0.0910865,0,-0.176016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887406,0,0,0,0,0.105074,0,0,0,0,0,0,0,0,0.135701,0,0,-0.0995685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176021,-0.193256,0,0,0,0,0,0,-0.0747606,0,0,0,0,0,0,0,0,0,0,0,0,-0.0917826,0,0,0,0,-0.225831,0,0,0,0,0,-0.125212,0,0,0,0,0,0,0,0.104155,0,0,0,0,0,0,0,0,-0.116431,0,0,0,0,0,0,0,-0.0894879,0,0,0,0,0.0773714,0,0.155332,0,-0.106121,0,0,0,-0.171415,0,0,0,0,0,0.131816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133284,0,-0.0832313,0,0,0,0,0,0,0,0,0,0.12018,0,0,0,0,0.143907,0,0,0,0,0,0,0,0,-0.126946,0,-0.139665,0,0,0,0,-1,0,0,0,0,0,0.249324,0,0,0,0,0,0,0.103805,0,0,0,0,0,-0.0895355,0.0731911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139322,0,0.13308,0,0,0,0,0,0,0,-0.233198,0,0,0,0,0,0,0.125948,0.150068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF234",0,0,0,0,0,-0.0871897,-0.167408,0,0,-0.0745481,0,0,0,0,0,0.205698,0,0,0,0,0,0,0,0,0,0,0.170489,0,0,0,0,0,0,0.089602,0,0,0,0,0,0,0,0,0,0,0,0,0.151898,0,0,0,0,0,0,0,0,-0.0743379,0,0.144815,0,0,0,0,-0.17005,0,0,0,-0.0998567,0,0,-0.143797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858225,0,0,0.112647,0,0,0,0.0795769,0,0,0.0921847,-0.153644,0,0,0,0,0,0.073212,0,0,0,0,0,0,0,0,0,0,0,0.114846,0,0,0,0,0,-0.149893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159266,0.239836,0,0,0,0,0,0,0.0786223,0,0,0,0,0,0,0,0,0.079786,-0.102604,0,0,0,0,0,0,0,0,0,0,-0.0752931,0.11646,0,0,0,0,0,0,0.110417,0,0,0,0,0,0,0,0,0.110576,0,0,0,0,0,0.159283,0,0,0,0,0,-0.145746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124192,-0.0823773,0,0,-0.128438,0,-0.183599,0,0,0,0,0,0,0,0,0,0,0,0.102609,0,0,0,0,0,0,-0.0847357,0,0,0,0,0,0,0,0,0.153313,0,0,0,0,0.226669,-0.125649,0,0,0,0,0,0,0,0,0,0
"TF235",0,0,0,0,-0.0853559,0,0,0,0,-0.0846795,0,0.133645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188113,0.0871469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128745,0,-0.230672,0,0,0,0,-0.107902,0,0,0,0.189647,0,0,0,0,0,0,0,0,-0.16177,0,0,0,0,0,0,0,0,0,0,0,0.177196,0,0.17591,-0.094231,0,0,0,0,0,0,0,0.134295,0,-0.289751,0,0,0,0,0,0,0,0,0.139553,0,0,-0.118204,0,0,0.20972,0,0,0,0,0,-0.113288,0,0,0,0.150893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136914,0,0,0,0,0,0.149992,0,0,0,0,0,0,0,0,0,-0.171587,0,0,0,0,0,-0.149424,0,-0.131333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106876,0,0.101825,0,0,0,0,0,0.0821898,0,0,0.262916,0,0,0.0851261,0.133413,0,0,0,0,0,0,0,0,0,-0.0890231,0,0.0753942,-1,0,0,0,0,0,0,0,0,0.139689,0,0,0,0,0,0,0,0,0,-0.0952518,0,0,0,0,0,0,0,0,0,-0.108614,0,0,0.144189,0,0,0,0,0,0,0.10792,0,0,0,0,0,0,0,0,0,0,0,0,0.224344,0,0,0,0,0,0.113783,0,0,0,0,0,0,0
"TF236",0.178631,0,0,0,0,0,0,0,-0.0860149,0,0,0,0,0,0,0,0,0,0.0737805,0,0,0,0,0,0,0,0,0,0.101911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177872,0,0,0.108903,0,0,0,0,0.0859786,0,0,0,0,0,0,0,0,0,0,0,0.0779091,0,0.126957,0,0,0,0,0,0,-0.0794277,0,-0.116837,0,0,0,0,0,0,0,0.241301,-0.103017,0,0,0,-0.128464,-0.100343,0,0,0,0,0,0,0,0,0,0,0.0935562,0,0.134382,-0.188831,0,0,0,0.100033,0.0869014,0.142217,0,0,0,0.111449,0,0,0,0,0,0,0,-0.103817,0,0,0.108822,0,0,0,0,0.13059,0,0,0,0,0,0,0,0,0,0.122757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120798,0,0,0,0,0,0,0.108312,0,0,0,0,0.181279,-0.142358,-0.101729,0,0,0,0,0,0,-0.150748,0,-0.128482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964048,0,0,0,0,0,0,0,0,0,0,0.0731801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0920924,0.11408,-1,0,0.164648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075299,0,0,0,0,0.119761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809165,0,0,0,0,0,0,0,0,0,0,0,0,-0.158355,0,0,0,0,0,0,0,0,0,0,0
"TF237",0,0,0,0.197843,0,0,0,0,0.192093,0,0,0,0,0,0,-0.102339,-0.204094,0,0,0,-0.0968461,0,-0.136137,0.149712,0,0,0,0,0,0,-0.234353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137321,0,0,0,0,0,-0.0882743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124968,0,0,0,0,0,0,0,0,0.074795,0,0,0,0,0,-0.0794116,0,0,0,0,-0.203639,0,0,-0.0965574,0,0,0.13493,0.128195,0,0,0,0,0,0.156685,0,0,0,0,0,0,-0.1406,0,-0.106313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130342,0,0.0811408,0,0,0.0824583,0,0,0,0.104093,0,0,0.113909,0,0,0,0,0.197982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238912,0,0,0.181437,0,0,0,0,0,0,0.212354,0,0,0,0,0,0,0,0,0.0935042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.198354,0,0,0.143004,0,0.0824897,0,0,0,0,0,-0.16604,0,0,0,0,0,0,0,0,0.10802,0,0.161762,0,0,0,0,-0.122142,0,0,0,0,0,0,0,0,0.16351,0,0,0,0.107207,0,0,0,0,0,0.13137,0,0.0945916,-0.0889364,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF238",0,0,0.11932,0,0.110978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182081,0,0,0,0.0782577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153893,-0.0772982,0,0,0,0.106614,0,0,0,0,0,-0.126675,0,0,0,0.129949,0,0,0.104647,0,0,0,0.0985438,0.149494,-0.0921419,0,0,0,0,0.0734618,0,0,0,0,0,0.119628,0,0,0,0,0,0.124473,0,0,0,0,-0.13452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16168,0,0,0,0,0,0,-0.170746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186364,0,0,0,0,0,0,0.106341,0,0,0,0,0,0,0,0,-0.258458,0,0,0,0,-0.0797491,0,0.0800457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874754,-0.127982,0,0,0,0,-0.0844096,0,0,0,0,0,0,0,0,0,0,0.176957,0,0,0,0,0,0,0,0,-0.203795,0,0,0,0,0,0,0.18192,-1,0,0,-0.125597,-0.170208,0,0,0,0.135592,0,0,0,0,0,0,0,0,0,0,0,0,-0.2232,-0.183235,0,0,0,0,0,0,0,0,0,0,0,-0.147397,0.113097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766529,0,0,0,0,0,0,0,0,0.146796,0,0
"TF239",0,0,0,0,0,0,0,0.188257,0.119715,0,0,0,0,0,0,0,0.110291,0,-0.0915912,0,0.076228,0,0,0,0,0,0,0,0,0,-0.113345,-0.149207,0,0,0,0,0,-0.179779,0,0,0,0,-0.176564,0.091071,0,0,0,0,0,0,0,-0.265045,0,0,-0.163047,0,0,0,0,0,0,0,0,0,0,0.0797333,0,0,0,0,0,0,0,0,0,-0.074005,0,0,0,-0.107289,0,0,0.100852,0,0,0,0,0,0,0,0,0,-0.222389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.343497,0,0,0,0,0,0.150501,0,0.151013,0,0,0,0.179741,0,-0.104914,0,-0.21414,0,0,0,0,0,0,0.126731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21097,-0.081585,0,0,0.122227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118715,0,0,0,0,0,-0.124961,0,0,-0.148541,0.175726,0,0,0,0,0,0,0,0,0,0,0,0,-0.0984675,0,0,0,0.113143,-0.127512,0,0,0,0,0,0,0,-1,-0.184608,0,0,0,-0.0836253,0,0,0.173702,0,0,0,-0.142018,0,0,0,0,0,-0.105369,0,0.155456,0,0,0,0,0,0,0,-0.0962422,0,0,0,0,0,0,0,0,0,0,0.130418,-0.19441,0,0,0,0,0,0,0,0,0.0933177,0,0,0,0,0,0,0,0,0,0,0,0
"TF240",0.123838,0,0.14399,0.108284,0,0,-0.167615,0,0,0,0,0,-0.0818968,0.221799,0,0,0,0,0,0,0,0,-0.131058,0,0,0,0,0,0,0,0,0,0,-0.0770021,0,0,0,0,0,0,0,0.130975,-0.135436,-0.08121,0,-0.0853089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1488,-0.133834,0,0,0,0,0.174445,0,0,0.149446,0,0,0.0789338,0,0,0.113148,0,0,0,0,0,-0.128552,-0.0916607,-0.309063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107328,-0.117169,0,0,0,0,0,0.145535,0,0,0,0,0,0,0,0,0,-0.0812207,0,0,0,0,0,0,0,0,0,0,0,0,-0.123407,-0.0818794,0,0,0,0,0,0,0,0.088742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247092,0,0,0,0,0,0,0.145135,0,0,0,0,0,0.164439,0,0,0,0,0,0,0,0,0,0,0.0812606,0,0,0,0,0,0,-0.253902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0809708,0,0,0,0,0,-0.117507,0.0894694,0.0964871,0,0,-0.0895396,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119563,0,0,0,0,0.151612,0,0,0.116264,-0.166107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219535,0,0.0792338,0,0,0,0.190399
"TF241",0,-0.0861367,0,0,0,0,-0.0972867,-0.124923,0,0,0,0,-0.11554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863547,0,0,0.166158,0.159506,0,0,0,0,-0.116775,0,0,0,0,0,0,0,0,0,0,0.126105,0.117779,0,0,0,0,0,0,0.121564,0.120741,0.173734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328083,0,0,0,-0.112844,0,0,0,0,0,0,0,0,0,0.088487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089879,0,0,0,0,0.294785,0,0,0,0,0,0.0945637,-0.0906176,0,0.15855,-0.0781735,0,0,0,0,-0.0766415,-0.137606,0,0.171562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106273,0,0,0,0,-0.0937788,0,0.103224,0,0.109324,0,0,0,0,0.113355,0,0,0,0,0,0,-0.0927544,0,0,0,0,0,0,0.11642,0,-0.095211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114171,0,0,0,0,0,0,0,0,0,0,0,0,-0.139868,0,-0.087817,0,0,0,0,-0.142117,-1,0,0,0,0,0,0,0,0,0,0.118283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116114,0,0,0,0,0,0,0,-0.208625,0,0,0,0,0,0,0,-0.140547,0,0.167744,0,0,0,0,0,-0.233972,0,0,0,0,0,0,0,0,-0.111937,0
"TF242",0,0,0,0,0,0,0,0,0,0.119378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0789047,0,0,0,0,0,0,0,0.159661,0,-0.0936926,0.182621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815356,0,0,0,0,0,0,0,0,0,0,0,0,-0.16331,0,0,0,0,0,0,0,0,0,0,0,-0.15914,0,0,0,0,0,0,0,0,0,0,0,0.125332,0,-0.166034,0,0,0,-0.190671,0,0.127768,0,0,0,0,0,0,0.0951974,0,0,0,0,0,0,0,0,0,-0.123281,0,0,0.0849247,0,0,0,0,0,0,0,0,0,0,-0.10484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966752,0,0.125434,0,0,0,0.0768152,0,0,0,0.13894,0,0,0,-0.229165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102795,0.0908273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074482,0.14647,0,0.156865,0,0.0822511,0,0,0,0,0,0,0,0,0.098942,0,0,0,0,0,0,0,0,0.142573,0,0,0,0,0,0,0,0,0,0,-0.104739,0.169666,0,0,0,-1,0.131844,0,0.0914607,0,0.217267,0.138351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0909886,0.0814135,0,-0.150714,0,0.116884,-0.169236,0,0,0,0,-0.106249,0,0,0,0,0,0,-0.103309,0,0,-0.0955468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF243",0,0,0,-0.0988205,0.265544,0,0,0,0,0,0,0,0.103149,0,0,0,0,-0.15022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,-0.0918363,0,0,0,0,0,0,0,0,0.196091,0,0,0,0,-0.0949283,0,0,0,0,0,0,0,0,-0.0925203,0,0.134424,0,0,0,0,0,0,0,0,0,0,0.0882236,0,0.0854606,0,-0.191924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129937,0,-0.0752388,0,0,0,0,0.0893732,0,0,0,0.146208,0,-0.121532,0.129146,0,-0.1676,0,0,0,0,-0.153566,0,0,0,0,0,0,0,0,0.146269,0,0,0,0,0,0,0,-0.0746373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113082,0,0,0,0,0,0,0,0,0.131485,0,0,0,0,0,0.0840987,0,-0.0995978,0,0,0,0.18975,0,0,0,-0.0795043,0,0,0,0,0,0,-0.112894,0,0,0,0,0,0,0,0,-0.127163,0,0,0,0,0,0,0,0,0,0,-0.137574,0,0,0,-0.09101,0,0,0,0,0,0,0,0,0,0,-0.101857,0,0,0,0,0,0,0,0,0,0,0.0732213,0,-1,0,0,0,0,0,0,0,0,0,-0.132633,0,0,0,-0.19005,0,0,0,0,0,0.108628,0,0,0,0,-0.10466,0,0,0.0761914,0,0,0,0,0,0,0,0,0,0,0,0,-0.171192,0,-0.0887089,0,-0.204114,0,0,-0.104387,0,0,0,0.227369,0,0,0,0,0
"TF244",0,0,0,0,0,0,0,0,0,0,0.21386,0,0,0,0,0,0,0,0,0,0,0.084426,0,0,0,0,0,0,0,0,0,0.084465,0.15143,0,0,0,0.0819868,0,0,0,0,-0.0977568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147956,0,0,0,0,0,0,-0.131067,0.178245,0,0.211145,0,0,0,0.130414,0,0,0,0,0,0,0,0,0,0,0,0,-0.102397,0,0,0,0,0,0,0,-0.129516,0,0.136591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10379,0,0,0,0,0,0.176869,0,0,0,0,0,0,0,0,0,0.132333,0.225755,0,0,0,0,0,0,0,0.146751,0,0,0,0,0,0,0,0,-0.110089,0.124625,0,0,0,0,0,0,0,0,0,-0.0924906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114056,0,0,0,0,0,0,0,-0.0938647,0,0,0,0,0,0,0.198071,0,0,0,0,0,0,0,0,0,-0.109747,0.112266,-0.147338,-0.116775,0,0,0,0,-0.123099,0,0,0,0,0,0,0.209037,0.124999,-0.196273,0,0,0,0,0,0.0747521,0,0,-1,0,0,0,0,0,0,0,0,-0.109362,0,0,0,0,0,-0.0746293,0,0,0,0,-0.0854506,0,0,0,0,0,0,0,-0.121291,0,-0.120016,0,0,0,0,0,0,0,-0.0894153,0,0,0.120256,0,0,0,-0.11122,0,0,0,0,0,0,0,0,0,0,0
