"TF1","TF2","TF3","TF4","TF5","TF6","TF7","TF8","TF9","TF10","TF11","TF12","TF13","TF14","TF15","TF16","TF17","TF18","TF19","TF20","TF21","TF22","TF23","TF24","TF25","TF26","TF27","TF28","TF29","TF30","TF31","TF32","TF33","TF34","TF35","TF36","TF37","TF38","TF39","TF40","TF41","TF42","TF43","TF44","TF45","TF46","TF47","TF48","TF49","TF50","TF51","TF52","TF53","TF54","TF55","TF56","TF57","TF58","TF59","TF60","TF61","TF62","TF63","TF64","TF65","TF66","TF67","TF68","TF69","TF70","TF71","TF72","TF73","TF74","TF75","TF76","TF77","TF78","TF79","TF80","TF81","TF82","TF83","TF84","TF85","TF86","TF87","TF88","TF89","TF90","TF91","TF92","TF93","TF94","TF95","TF96","TF97","TF98","TF99","TF100"
"TF88",-0.173193,0,0,0,0.191411,0.188007,0,0,0.0906723,0,0,0,0,0,0,0,0.103289,-0.198205,0,0,0,0,0,0,0.131451,0,0,-0.100995,0,0,0.236712,0,0,0,0,0,-0.197141,0,0,0,0.157223,0,-0.228596,0,-0.0898818,-0.10475,0,0,0,0,0,0,0.146075,0,0,0.108945,0,-0.142292,0,-0.0844671,0,0,-0.155258,0,0,0.186875,0,0,0,0,0.233049,0,0,0,0,0,0,0.174089,0,0,0.128328,0,0,0,0,0.125499,0,-1,-0.182513,0,0,0,0,0,0.104906,-0.0922319,0,0,0,-0.0868533
"TF89",0,-0.24257,0,0,0,0,0.120928,0,0,0,0,0,0.104851,0,0,0,0.132578,0,0,0,0,0,0,0,0,0,-0.218486,0,0,0,-0.0992718,0,0,0,0.276244,0,0.157693,0,0,0,-0.171489,0.0824633,0,0,0.0933685,0,-0.157467,0,-0.0829694,0,-0.113339,-0.121523,0,0,0,0,0,0.174759,0,0,0.0917185,0,0,0.147046,0.210386,0,0,0,0,0,0,-0.231946,0.102078,-0.154649,-0.126576,-0.0822491,0.233988,0,0,0.121221,0,0,0,0,0.0881135,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"TF90",-0.153964,0,0,0,0,0,0,0,0,0,-0.105203,0,0,-0.085673,0,0.11907,0,-0.142816,0.0922597,0.153016,0,0,0,0,0.0998697,0,0,0,0,0,0,0,0.109063,-0.113148,0,0.149926,-0.119069,0,0,0,0,-0.139062,0,-0.117724,0,0,0,0,0,0,0,0,0,0,-0.0901386,-0.109998,0,-0.0810161,-0.145575,0,0,0.0873301,0,0,0,0,0,0,0,0,0,0,0,0,0.135849,0,0,0,0,0,0,0.134302,0,0,0,0,0.0777289,0,0,-1,-0.138579,0,-0.14543,0,0,0,0.168083,0,-0.182679,0
"TF91",0.121689,0,0.155617,0,0.132615,0,0,0,0,0,0,-0.119379,0,-0.137121,0.179514,0,0,0,0,0,0.137327,0.249988,-0.130512,0,0,0,0,0.091227,0,0,-0.125832,0,0,0,-0.115916,0,0,0,0,0,0,0,0,-0.0942119,0,0,0,0.116598,0,0,0.155755,0.152173,0,0,0,0,0,0,0,0,-0.0991954,0,-0.192326,0,0,0,0,-0.158342,0,0,0,0,0,0.0954905,0.196533,0,-0.160427,0,0,-0.118944,-0.199824,0,0,0,0,0,0,0,0,0,-1,0,0,-0.157204,0,0,0,0,0,0
"TF92",0,-0.119585,0.156051,0,0,0,0,0,0,0,0,-0.0783128,0.182869,0,0,0,0,0.124098,-0.115303,0,0,0,0,-0.0938188,0,0,0,0,0,-0.124314,0,0,0,0,0.164632,0,-0.115751,0,0,0,0,0.133944,0,0,0,0,-0.0957,0,0,0,0,-0.131684,0,-0.111002,0,0.113571,0,0,0,0,0,0,-0.174625,0,0,0,0,0,0,0,0,0,0,0,0,-0.136985,-0.0933082,0,0.0929309,0.156707,0,0,0,0,0,-0.144036,0,0,0,0.169054,0,-1,0.105853,0.0871494,0.0943325,0,0,0,0.149392,0.127208
"TF93",0,0.0962997,0,0,0,0,0.105817,0,0,0.149899,0,0.0848778,0.216468,0,-0.179026,0.130714,0.111376,0.177831,0,0,-0.0872691,-0.137416,0,0.0848534,0.253227,0,0,0,0,-0.0996887,-0.162441,0.0820196,0,0,0,0,0,0,0,0,0.119685,0,0,0,0,0.117985,0,0,0,0,0,0,0,0,0,0,0.163484,0,0,0,0,-0.187926,0,0,0,0.0887069,0,0,0.104616,0,0,0,0.133335,0,0,-0.0958991,-0.17343,0,0,0.134341,0,0.209156,0,0,0,0,0,0,0.176228,0,0,0,-1,0,0,0,0,0,0,0
"TF94",-0.202655,0,0,0,0,0,-0.147998,0,0,0.0875385,0,0,0,0,0.138541,0,0,0.215337,0,0,0,0.145761,0,0,0,0,-0.0871267,0,0,-0.102675,0,0.127026,0.190638,0,0,0,0,0,0,0,0,0,0,0,0,-0.134076,0,0.260375,0,0.141231,0,-0.144373,-0.124661,0,0,0,0,0.203921,0,0,0.122079,-0.149803,0,0.132211,0.0890997,0.179331,0,0,0,0,0,0,0,0,0.113672,0,0.083075,0,0,0.0848782,0,-0.0878915,0,0,-0.0784932,0,0,0,0,0,0,0,-0.0999094,-1,0,0,-0.0793594,0,0,0
"TF95",0,0,0,0.191547,0,0,0,0,0,0,0,0,-0.0865651,0,0,-0.244615,0,0,-0.0835995,-0.112731,0,0,0,-0.118301,0,0,0,-0.148699,0,0,0,0,-0.213838,0,0,0,0,0,-0.110495,0,0,0,0,0,0,0,0,0,0.148176,0,0.212554,0,0,0,0.238442,0,0.195185,0,0,-0.0921642,0.175412,-0.1351,0,-0.0937311,0,0,-0.097993,0,0.11787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136765,0,0,0,0,0.152391,0,0,-0.0814248,-0.0791696,0.22507,0,-1,0,0,0,0,-0.111608
"TF96",0.132972,-0.0996608,0,0,0,-0.120633,0,0,0,0,0,0,0,0,0,0.139585,-0.231655,0,0,0,0,0,0,-0.151707,0,0.0965506,0.0827373,0,0.182962,0.15809,0,0,0,0,0,0,0,0.0809794,0,-0.150527,0,0,0.1855,0,0.116673,0,0,-0.172018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255883,0,0,0,0.0871346,0,0,0.17516,0.0965115,-0.109973,0,-0.12166,0,0,-0.191782,0,-0.106357,0,0,-0.091886,0,0,-0.17556,0,0,0,0,0,0,0,0,0,0,0,-1,0.152666,0,0,0
"TF97",0,0,0,0,0,0,0.107212,0,-0.147362,0,0,0.178433,0,0,0.13211,0,-0.156906,0,0,0,0,0.187231,0.141865,0,0,0,0.0853351,-0.132329,0.118363,0.233916,0,0,0,0.101798,0,0,0,0,0,0,0,0,0,0.137826,0,0,0.163462,0,0,-0.131224,0.191634,0,0,0,0,0,0,0,0,0,0.275162,0,0,0,0,0,0,0,0,0,0,0,0,0.101248,0,0,0,-0.200585,0,0,0,0,0,-0.105833,0,-0.105161,0,0,0,0,-0.179784,0,0,0,0,0,-1,0,0,-0.112731
"TF98",-0.125968,0.108565,-0.240157,0,0,0,0,0,0,0.155746,0,0.102119,0,0,0,0,0,0,0,0,0,0,0,0,0.111864,0.0802267,0,0,0,0,0,0,0,0,0,0,0,0,0.161896,-0.262195,0,0,0,0,0,0,-0.120042,0.180287,0,0,0.159203,0,0,0,0,0,-0.111866,0,0,-0.173979,0,0,0,0,0,-0.104133,0,0.199651,0,0,0,0,-0.11806,0,0,0.108925,0,0,-0.144249,0,0.116204,-0.119809,-0.113783,0,0,0,0,0.0927585,0,0,0,0,0,0,0,0,-0.0802953,-1,0.214422,0
"TF99",0,0,-0.0961981,0,0,0,0,-0.118096,0,0,0,0,0,0.241003,0,-0.177235,0,0.0928951,0.191281,0.0984015,0,0,0,-0.141001,0,0,0,-0.112058,0,0,-0.180769,0,0,0,0,0,0,0,0,0,0,0,-0.147318,0,0.138514,0,0,0.0872064,0.0915439,0,0,0,0,0,0.0868581,0,0,0.201139,0,0,-0.119902,0,-0.149145,0.11408,0,0,0.168705,0,0,0,0.201949,0,0.132678,0,0.237412,0,0.123854,0,0.214811,0,0,0,0,0,0,0,0.102393,0,0,0,0.158006,0,0,0.130638,-0.0808468,0,0,0,-1,-0.220333
"TF100",0,0,0,0,0,0,0.172293,0,0,0,0,0,0,0,0,-0.25411,0,-0.154257,0,0.0858778,0,0,-0.13827,0,-0.182448,0,-0.114637,0,0,0,0,-0.156415,0,0,0,0,0,-0.106467,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999544,0.086535,0,0,0.160113,0,-0.205837,0,0,-0.195881,0,0,0,0,0,0,0,0,0,0.106496,0.107472,0,0,0,0,0.118595,0,0.100511,0,0,0,0.11053,0.0819015,0,0,0,0,-0.146486,0,0,0,0,-0.140743,0,0,-0.169681,-0.112473,-0.189485,-0.108021,-1
